TckrSymb;Asst;XprtnDt;OptnTp;ExrcPric;OptnStyle
BBDCR121;BBDC4;2024-06-21;Put;11.48;EURO
BBDCR124;BBDC4;2024-06-21;Put;13.48;EURO
BBDCR126;BBDC4;2024-06-21;Put;11.98;EURO
BBDCR130;BBDC4;2025-06-20;Put;12.08;EURO
BBDCR131;BBDC4;2024-06-21;Put;12.48;EURO
BBDCR136;BBDC4;2024-06-21;Put;12.98;EURO
BBDCR142;BBDC4;2024-06-21;Put;14.23;EURO
BBDCR144;BBDC4;2024-06-21;Put;13.73;EURO
BBDCR146;BBDC4;2024-06-21;Put;13.98;EURO
BBDCR151;BBDC4;2024-06-21;Put;14.48;EURO
BBDCR153;BBDC4;2024-06-21;Put;14.73;EURO
BBDCR158;BBDC4;2024-06-21;Put;15.23;EURO
BBDCR16;BBDC4;2024-06-21;Put;15.98;EURO
BBDCR161;BBDC4;2024-06-21;Put;15.48;EURO
BBDCR163;BBDC4;2024-06-21;Put;15.73;EURO
BBDCR168;BBDC4;2024-06-21;Put;16.23;EURO
BBDCR171;BBDC4;2024-06-21;Put;16.48;EURO
BBDCR173;BBDC4;2024-06-21;Put;16.73;EURO
BBDCR176;BBDC4;2024-06-21;Put;16.98;EURO
BBDCR178;BBDC4;2024-06-21;Put;17.23;EURO
BBDCR181;BBDC4;2024-06-21;Put;17.48;EURO
BBDCR184;BBDC4;2024-06-21;Put;17.73;EURO
BBDCR188;BBDC4;2024-06-21;Put;18.23;EURO
BBDCR190;BBDC4;2024-06-21;Put;18.98;EURO
BBDCR193;BBDC4;2024-06-21;Put;18.73;EURO
BBDCR198;BBDC4;2024-06-21;Put;19.23;EURO
BBDCR203;BBDC4;2024-06-21;Put;19.73;EURO
BBDCR205;BBDC4;2024-06-21;Put;2.03;EURO
BBDCR21;BBDC4;2024-06-21;Put;20.98;EURO
BBDCR210;BBDC4;2024-06-21;Put;19.98;EURO
BBDCR211;BBDC4;2024-06-21;Put;20.48;EURO
BBDCR216;BBDC4;2024-06-21;Put;20.73;EURO
BBDCR220;BBDC4;2024-06-21;Put;21.98;EURO
BBDCR497;BBDC4;2024-06-21;Put;49.73;EURO
BBDCS018;BBDC4;2025-07-18;Put;17.27;EURO
BBDCS128;BBDC4;2024-07-19;Put;12.33;EURO
BBDCS133;BBDC4;2024-07-19;Put;12.83;EURO
BBDCS138;BBDC4;2024-07-19;Put;13.33;EURO
BBDCS146;BBDC4;2024-07-19;Put;14.08;EURO
BBDCS153;BBDC4;2024-07-19;Put;14.58;EURO
BBDCS156;BBDC4;2024-07-19;Put;15.08;EURO
BBDCS159;BBDC4;2024-07-19;Put;15.33;EURO
BBDCS163;BBDC4;2024-07-19;Put;15.83;EURO
BBDCS169;BBDC4;2024-07-19;Put;16.33;EURO
BBDCS171;BBDC4;2024-07-19;Put;16.58;EURO
BBDCS178;BBDC4;2024-07-19;Put;17.33;EURO
BBDCS18;BBDC4;2024-07-19;Put;17.08;EURO
BBDCS183;BBDC4;2024-07-19;Put;17.83;EURO
BBDCS186;BBDC4;2024-07-19;Put;18.08;EURO
BBDCS188;BBDC4;2024-07-19;Put;18.33;EURO
BBDCS193;BBDC4;2024-07-19;Put;18.58;EURO
BBDCS198;BBDC4;2024-07-19;Put;19.33;EURO
BBDCS200;BBDC4;2025-07-18;Put;19.27;EURO
BBDCS203;BBDC4;2024-07-19;Put;19.83;EURO
BBDCS208;BBDC4;2024-07-19;Put;20.33;EURO
BBDCS213;BBDC4;2024-07-19;Put;20.83;EURO
BBDCS218;BBDC4;2024-07-19;Put;21.33;EURO
BBDCS220;BBDC4;2025-07-18;Put;21.27;EURO
BBDCT1;BBDC4;2024-08-16;Put;18.36;EURO
BBDCT150;BBDC4;2025-08-15;Put;14.31;EURO
BBDCT151;BBDC4;2024-08-16;Put;14.61;EURO
BBDCT160;BBDC4;2025-08-15;Put;15.31;EURO
BBDCT161;BBDC4;2024-08-16;Put;15.61;EURO
BBDCT164;BBDC4;2024-08-16;Put;15.86;EURO
BBDCT166;BBDC4;2024-08-16;Put;16.11;EURO
BBDCT170;BBDC4;2024-08-16;Put;16.36;EURO
BBDCT171;BBDC4;2024-08-16;Put;16.61;EURO
BBDCT176;BBDC4;2024-08-16;Put;17.11;EURO
BBDCT178;BBDC4;2024-08-16;Put;17.36;EURO
BBDCT189;BBDC4;2025-08-15;Put;18.31;EURO
BBDCT20;BBDC4;2024-08-16;Put;19.61;EURO
BBDCT249;BBDC4;2024-08-16;Put;23.36;EURO
BBDCT299;BBDC4;2024-08-16;Put;28.36;EURO
BBDCU127;BBDC4;2025-09-19;Put;12.05;EURO
BBDCU17;BBDC4;2024-09-20;Put;16.4;EURO
BBDCU180;BBDC4;2024-09-20;Put;18.15;EURO
BBDCU181;BBDC4;2024-09-20;Put;17.65;EURO
BBDCU194;BBDC4;2024-09-20;Put;19.15;EURO
BBDCU199;BBDC4;2024-09-20;Put;18.4;EURO
BBDCU202;BBDC4;2024-09-20;Put;18.65;EURO
BBDCU23;BBDC4;2024-09-20;Put;21.4;EURO
BBDCU24;BBDC4;2024-09-20;Put;22.4;EURO
BBDCU25;BBDC4;2024-09-20;Put;23.4;EURO
BBDCU26;BBDC4;2024-09-20;Put;24.4;EURO
BBDCU270;BBDC4;2024-09-20;Put;25.4;EURO
BBDCU280;BBDC4;2024-09-20;Put;26.4;EURO
BBDCV170;BBDC4;2025-10-17;Put;16.33;EURO
BBDCV171;BBDC4;2024-10-18;Put;17.13;EURO
BBDCV189;BBDC4;2025-10-17;Put;18.33;EURO
BBDCV209;BBDC4;2025-10-17;Put;20.33;EURO
BBDCV250;BBDC4;2025-10-17;Put;24.33;EURO
BBDCV851;BBDC4;2024-10-18;Put;15.13;EURO
BBDCW164;BBDC4;2024-11-14;Put;15.87;EURO
BBDCX1;BBDC4;2024-12-20;Put;15.69;EURO
BBDCX142;BBDC4;2024-12-20;Put;14.19;EURO
BBDCX145;BBDC4;2024-12-20;Put;14.69;EURO
BBDCX159;BBDC4;2024-12-20;Put;15.44;EURO
BBDCX167;BBDC4;2024-12-20;Put;16.69;EURO
BBDCX175;BBDC4;2024-12-20;Put;16.94;EURO
BBDCX20;BBDC4;2024-12-20;Put;18.44;EURO
BBDCX512;BBDC4;2024-12-20;Put;13.44;EURO
BBDCX628;BBDC4;2024-12-20;Put;16.44;EURO
BOVAA100;BOVA11;2025-01-17;Call;100.0;AMER
BOVAA120;BOVA11;2025-01-17;Call;120.0;AMER
BOVAA125;BOVA11;2026-01-16;Call;125.0;EURO
BOVAA140;BOVA11;2026-01-16;Call;140.0;AMER
BOVAA163;BOVA11;2026-01-16;Call;163.0;EURO
BOVAA750;BOVA11;2025-01-17;Call;75.0;AMER
BOVAA780;BOVA11;2025-01-17;Call;78.0;AMER
BOVAA790;BOVA11;2025-01-17;Call;79.0;AMER
BOVAA800;BOVA11;2025-01-17;Call;80.0;AMER
BOVAA810;BOVA11;2025-01-17;Call;81.0;AMER
BOVAA820;BOVA11;2025-01-17;Call;82.0;AMER
BOVAA830;BOVA11;2025-01-17;Call;83.0;AMER
BOVAA840;BOVA11;2025-01-17;Call;84.0;AMER
BOVAA850;BOVA11;2025-01-17;Call;85.0;AMER
BOVAA860;BOVA11;2025-01-17;Call;86.0;AMER
BOVAA870;BOVA11;2025-01-17;Call;87.0;AMER
BOVAA880;BOVA11;2025-01-17;Call;88.0;AMER
BOVAA890;BOVA11;2025-01-17;Call;89.0;AMER
BOVAA900;BOVA11;2025-01-17;Call;90.0;AMER
BOVAA910;BOVA11;2025-01-17;Call;91.0;AMER
BOVAA920;BOVA11;2025-01-17;Call;92.0;AMER
BOVAA930;BOVA11;2025-01-17;Call;93.0;AMER
BOVAA940;BOVA11;2025-01-17;Call;94.0;AMER
BOVAA950;BOVA11;2025-01-17;Call;95.0;AMER
BOVAA960;BOVA11;2025-01-17;Call;96.0;AMER
BOVAA970;BOVA11;2025-01-17;Call;97.0;AMER
BOVAA980;BOVA11;2025-01-17;Call;98.0;AMER
BOVAA990;BOVA11;2025-01-17;Call;99.0;AMER
BOVAB100;BOVA11;2025-02-21;Call;100.0;AMER
BOVAB102;BOVA11;2024-02-16;Call;109.0;EURO
BOVAB103;BOVA11;2024-02-16;Call;103.0;EURO
BOVAB105;BOVA11;2024-02-16;Call;105.0;EURO
BOVAB106;BOVA11;2024-02-16;Call;106.0;AMER
BOVAB106W2;BOVA11;2024-02-09;Call;106.0;AMER
BOVAB106W4;BOVA11;2024-02-23;Call;106.0;AMER
BOVAB107;BOVA11;2024-02-16;Call;107.0;EURO
BOVAB108;BOVA11;2024-02-16;Call;108.0;AMER
BOVAB108W2;BOVA11;2024-02-09;Call;108.0;AMER
BOVAB108W4;BOVA11;2024-02-23;Call;108.0;AMER
BOVAB109;BOVA11;2024-02-16;Call;114.0;AMER
BOVAB110;BOVA11;2024-02-16;Call;110.0;AMER
BOVAB110W2;BOVA11;2024-02-09;Call;110.0;AMER
BOVAB110W4;BOVA11;2024-02-23;Call;110.0;AMER
BOVAB111;BOVA11;2024-02-16;Call;111.0;EURO
BOVAB112;BOVA11;2024-02-16;Call;112.0;AMER
BOVAB112W2;BOVA11;2024-02-09;Call;112.0;AMER
BOVAB112W4;BOVA11;2024-02-23;Call;112.0;AMER
BOVAB113;BOVA11;2024-02-16;Call;113.0;EURO
BOVAB114;BOVA11;2024-02-16;Call;117.0;EURO
BOVAB114W2;BOVA11;2024-02-09;Call;114.0;AMER
BOVAB114W4;BOVA11;2024-02-23;Call;114.0;AMER
BOVAB115;BOVA11;2024-02-16;Call;115.0;EURO
BOVAB116;BOVA11;2024-02-16;Call;116.0;AMER
BOVAB116W2;BOVA11;2024-02-09;Call;116.0;AMER
BOVAB116W4;BOVA11;2024-02-23;Call;116.0;AMER
BOVAB118;BOVA11;2024-02-16;Call;118.0;AMER
BOVAB118W2;BOVA11;2024-02-09;Call;118.0;AMER
BOVAB118W4;BOVA11;2024-02-23;Call;118.0;AMER
BOVAB119;BOVA11;2024-02-16;Call;119.0;EURO
BOVAB12;BOVA11;2024-02-16;Call;120.0;AMER
BOVAB120;BOVA11;2025-02-21;Call;120.0;AMER
BOVAB120W2;BOVA11;2024-02-09;Call;120.0;AMER
BOVAB120W4;BOVA11;2024-02-23;Call;120.0;AMER
BOVAB121;BOVA11;2024-02-16;Call;121.0;EURO
BOVAB122;BOVA11;2024-02-16;Call;126.0;AMER
BOVAB122W2;BOVA11;2024-02-09;Call;122.0;AMER
BOVAB122W4;BOVA11;2024-02-23;Call;122.0;AMER
BOVAB123;BOVA11;2024-02-16;Call;134.0;AMER
BOVAB124;BOVA11;2024-02-16;Call;124.0;AMER
BOVAB124W2;BOVA11;2024-02-09;Call;124.0;AMER
BOVAB124W4;BOVA11;2024-02-23;Call;124.0;AMER
BOVAB125;BOVA11;2024-02-16;Call;125.0;EURO
BOVAB126;BOVA11;2024-02-16;Call;130.0;AMER
BOVAB126W2;BOVA11;2024-02-09;Call;126.0;AMER
BOVAB126W4;BOVA11;2024-02-23;Call;126.0;AMER
BOVAB127;BOVA11;2024-02-16;Call;127.0;EURO
BOVAB128;BOVA11;2024-02-16;Call;128.0;AMER
BOVAB128W2;BOVA11;2024-02-09;Call;128.0;AMER
BOVAB128W4;BOVA11;2024-02-23;Call;128.0;AMER
BOVAB129;BOVA11;2024-02-16;Call;129.0;EURO
BOVAB13;BOVA11;2024-02-16;Call;123.0;EURO
BOVAB130W2;BOVA11;2024-02-09;Call;130.0;AMER
BOVAB130W4;BOVA11;2024-02-23;Call;130.0;AMER
BOVAB131;BOVA11;2024-02-16;Call;131.0;EURO
BOVAB132;BOVA11;2024-02-16;Call;132.0;AMER
BOVAB132W2;BOVA11;2024-02-09;Call;132.0;AMER
BOVAB132W4;BOVA11;2024-02-23;Call;132.0;AMER
BOVAB133;BOVA11;2024-02-16;Call;133.0;EURO
BOVAB134;BOVA11;2024-02-16;Call;138.0;AMER
BOVAB134W2;BOVA11;2024-02-09;Call;134.0;AMER
BOVAB134W4;BOVA11;2024-02-23;Call;134.0;AMER
BOVAB135;BOVA11;2024-02-16;Call;135.0;EURO
BOVAB136;BOVA11;2024-02-16;Call;136.0;AMER
BOVAB136W2;BOVA11;2024-02-09;Call;136.0;AMER
BOVAB136W4;BOVA11;2024-02-23;Call;136.0;AMER
BOVAB137;BOVA11;2024-02-16;Call;137.0;EURO
BOVAB138W2;BOVA11;2024-02-09;Call;138.0;AMER
BOVAB138W4;BOVA11;2024-02-23;Call;138.0;AMER
BOVAB139;BOVA11;2024-02-16;Call;139.0;EURO
BOVAB140;BOVA11;2024-02-16;Call;140.0;AMER
BOVAB140W2;BOVA11;2024-02-09;Call;140.0;AMER
BOVAB140W4;BOVA11;2024-02-23;Call;140.0;AMER
BOVAB142;BOVA11;2024-02-16;Call;142.0;AMER
BOVAB142W2;BOVA11;2024-02-09;Call;142.0;AMER
BOVAB142W4;BOVA11;2024-02-23;Call;142.0;AMER
BOVAB144;BOVA11;2024-02-16;Call;144.0;AMER
BOVAB144W2;BOVA11;2024-02-09;Call;144.0;AMER
BOVAB144W4;BOVA11;2024-02-23;Call;144.0;AMER
BOVAB146;BOVA11;2024-02-16;Call;146.0;AMER
BOVAB148;BOVA11;2024-02-16;Call;148.0;AMER
BOVAB15;BOVA11;2024-02-16;Call;150.0;AMER
BOVAB150;BOVA11;2025-02-21;Call;150.0;AMER
BOVAB152;BOVA11;2024-02-16;Call;152.0;AMER
BOVAB154;BOVA11;2024-02-16;Call;154.0;AMER
BOVAB156;BOVA11;2024-02-16;Call;156.0;AMER
BOVAB158;BOVA11;2024-02-16;Call;158.0;AMER
BOVAB160;BOVA11;2024-02-16;Call;160.0;AMER
BOVAB162;BOVA11;2024-02-16;Call;162.0;AMER
BOVAB164;BOVA11;2024-02-16;Call;164.0;AMER
BOVAB166;BOVA11;2024-02-16;Call;50.0;AMER
BOVAB168;BOVA11;2024-02-16;Call;60.0;AMER
BOVAB170;BOVA11;2024-02-16;Call;65.0;AMER
BOVAB172;BOVA11;2024-02-16;Call;70.0;AMER
BOVAB195;BOVA11;2024-02-16;Call;195.0;EURO
BOVAB500;BOVA11;2025-02-21;Call;50.0;AMER
BOVAB73;BOVA11;2024-02-16;Call;104.0;AMER
BOVAB750;BOVA11;2025-02-21;Call;75.0;AMER
BOVAB780;BOVA11;2025-02-21;Call;78.0;AMER
BOVAB800;BOVA11;2025-02-21;Call;80.0;AMER
BOVAB811;BOVA11;2024-02-16;Call;83.0;AMER
BOVAB820;BOVA11;2024-02-16;Call;82.0;AMER
BOVAB829;BOVA11;2024-02-16;Call;85.0;AMER
BOVAB830;BOVA11;2025-02-21;Call;83.0;AMER
BOVAB838;BOVA11;2024-02-16;Call;77.0;AMER
BOVAB840;BOVA11;2024-02-16;Call;84.0;AMER
BOVAB850;BOVA11;2025-02-21;Call;85.0;AMER
BOVAB855;BOVA11;2024-02-16;Call;75.0;AMER
BOVAB860;BOVA11;2024-02-16;Call;86.0;AMER
BOVAB864;BOVA11;2024-02-16;Call;86.5;EURO
BOVAB865;BOVA11;2024-02-16;Call;78.0;AMER
BOVAB870;BOVA11;2024-02-16;Call;87.0;AMER
BOVAB875;BOVA11;2024-02-16;Call;79.0;AMER
BOVAB88;BOVA11;2024-02-16;Call;88.0;AMER
BOVAB880;BOVA11;2025-02-21;Call;88.0;AMER
BOVAB885;BOVA11;2024-02-16;Call;80.0;AMER
BOVAB890;BOVA11;2024-02-16;Call;89.0;AMER
BOVAB895;BOVA11;2024-02-16;Call;81.0;AMER
BOVAB90;BOVA11;2024-02-16;Call;90.0;AMER
BOVAB900;BOVA11;2025-02-21;Call;90.0;AMER
BOVAB910;BOVA11;2024-02-16;Call;91.0;AMER
BOVAB918;BOVA11;2024-02-16;Call;93.0;AMER
BOVAB92;BOVA11;2024-02-16;Call;100.0;AMER
BOVAB920;BOVA11;2024-02-16;Call;92.0;AMER
BOVAB930;BOVA11;2025-02-21;Call;93.0;AMER
BOVAB940;BOVA11;2024-02-16;Call;94.0;AMER
BOVAB943;BOVA11;2024-02-16;Call;95.0;AMER
BOVAB95;BOVA11;2024-02-16;Call;122.0;AMER
BOVAB950;BOVA11;2025-02-21;Call;95.0;AMER
BOVAB960;BOVA11;2024-02-16;Call;96.0;AMER
BOVAB965;BOVA11;2024-02-16;Call;96.5;EURO
